zip3,n_apps,observed_declines,expected_declines,var,observed_rate,expected_rate,excess_rate_pp,z,flagged
347,1977,838.0,839.1904031896803,117.11495171040653,0.4238745574102175,0.4244766834545677,-0.06021260443501708,-0.10999879054856504,False
917,4540,1639.0,1640.7991517370722,257.86806975902834,0.36101321585903084,0.36140950478790135,-0.03962889288705029,-0.11203894424402644,False
727,1021,431.0,432.10873720325674,57.8004932258187,0.42213516160626835,0.42322109422454135,-0.1085932618273,-0.14583536339887015,False
352,1068,517.0,518.1991160569685,51.617461368270696,0.48408239700374533,0.48520516484734877,-0.11227678436034338,-0.1669025214693727,False
338,1518,675.0,676.5451092126913,82.74699561004323,0.44466403162055335,0.4456818901269376,-0.10178585063842505,-0.16985684962261186,False
130,1039,385.0,386.34522463516146,56.58094471260859,0.37054860442733395,0.3718433345862959,-0.12947301589619764,-0.17883796309193997,False
920,2984,1041.0,1043.375796375957,169.02148963468173,0.3488605898123324,0.3496567682225057,-0.0796178410173265,-0.18274194923663167,False
775,2551,1079.0,1081.671188668928,138.45045011165888,0.4229713837710702,0.4240184981062046,-0.10471143351344359,-0.22701647599770966,False
297,816,364.0,365.6410694533391,45.619767945937475,0.44607843137254904,0.4480895458986999,-0.20111145261508812,-0.24296875355995032,False
078,990,322.0,323.8361463304143,55.46174163140735,0.32525252525252524,0.32710721851557,-0.1854693263044771,-0.2465531397008334,False
142,1375,574.0,576.2308826977078,77.472915609035,0.41745454545454547,0.41907700559833294,-0.16224601437874742,-0.2534555379815067,False
145,713,264.0,265.569784250057,37.32867527247408,0.3702664796633941,0.3724681406031655,-0.22016609397714215,-0.2569322845345572,False
559,520,175.0,176.4816347783073,30.480927225763416,0.33653846153846156,0.3393877591890525,-0.2849297650590943,-0.26836574265066276,False
741,781,335.0,336.8192435783316,43.884528305030116,0.42893725992317544,0.4312666371041378,-0.23293771809623776,-0.27462187832668783,False
492,580,247.0,248.51980133639069,29.9247046072565,0.42586206896551726,0.4284824160972253,-0.2620347131708056,-0.27782536015514303,False
601,3166,1135.0,1139.1182882661815,182.27628934723884,0.35849652558433354,0.3597973115180611,-0.13007859337275662,-0.30503639031134167,False
229,524,207.0,208.76056397308804,28.542039946175358,0.3950381679389313,0.3983980228494047,-0.3359854910473359,-0.3295408865331067,False
341,699,279.0,281.4429628772151,47.46624248448825,0.39914163090128757,0.4026365706397927,-0.34949397385051206,-0.3545883320808784,False
452,1544,670.0,673.2952526262778,84.45841080079656,0.4339378238341969,0.4360720548097654,-0.21342309755685296,-0.35856447731764934,False
480,2672,1016.0,1020.700071621649,145.72019320052632,0.38023952095808383,0.38199852979852134,-0.17590088404375037,-0.38935396952955204,False
151,837,354.0,356.8480342466981,48.76238325386887,0.4229390681003584,0.4263417374512522,-0.34026693508937833,-0.40785214008064713,False
323,847,400.0,402.84465274471194,46.521232261121696,0.4722550177095632,0.4756135215403919,-0.33585038308286963,-0.4170649115775775,False
300,6131,2498.0,2505.808009022245,341.81888272113974,0.40743761213505136,0.4087111415792277,-0.12735294441763578,-0.4223206149157417,False
640,1441,548.0,551.6727867477156,72.93628327535016,0.3802914642609299,0.3828402406299206,-0.25487763689907017,-0.43005489813613357,False
063,748,276.0,278.81894487398694,39.36955048147212,0.3689839572192513,0.37275260009891303,-0.3768642879661721,-0.44926889879270315,False
446,789,345.0,348.51419893702524,47.411706964904,0.4372623574144487,0.4417163484626429,-0.4453991048194217,-0.5103681303529086,False
